context,response,label,explanation
도살장에서 돼지들의 아픔을 느끼고 슬퍼하는 상황,"네, 돼지들의 아픔을 느끼며 슬퍼하다가 그 슬픔을 삼겹살로 달래는 것만큼 논리적인 행동은 없죠.",Sarcasm,"반응은 돼지의 고통을 느끼면서 동시에 삼겹살을 먹는 것을 비꼬며, 이 두 행동이 상반된 것임을 강조하여 비논리성을 드러내고 있다."
학교가 전교 1등 학생을 특별히 대우하거나 편애하는 것에 대한 불만을 표현하고 있다.,모든 학생이 공정하게 대우받아야 한다고 생각합니다.,Non-Sarcasm,"이 문장은 학생들의 공정한 대우를 주장하며, 진지한 의견을 표현하고 있기 때문에 비풍자적입니다."
정부의 결정이나 행동에 대해 의문을 제기하는 상황,"맞아요, 법무부가 정부가 아니라면 이제부터는 법도 다수결로 정해야겠네요.",Sarcasm,법무부가 정부의 일부임에도 불구하고 이를 부정적으로 언급하며 법을 다수결로 정해야 한다는 주장은 현실적으로 불가능함을 비꼬는 표현이다.
누군가가 자신의 의견이나 결정을 이미 정해놓고 다른 사람의 의견을 듣는 척하는 상황,"아, 네 의견을 듣고 싶다고? 그럼 네가 이미 결정한 그 멋진 결정을 다시 한번 들어보자.",Sarcasm,"상대방이 이미 결정을 내렸다는 것을 알고 있으면서 그 의견을 듣고 싶다고 말하는 것은 비꼬는 방식으로, 진정한 관심이 없음을 나타냅니다."
"자신의 외모나 성격에 대해 자조적인 태도를 보이며, 발전이 없다고 느끼는 상황","이런 완벽한 자기비하의 예술을 십 년 넘게 유지하다니, 노벨 자조상이라도 받아야겠어요!",Sarcasm,자기비하를 과장하여 노벨상을 언급함으로써 실제로는 그 상황이 비극적임을 풍자하고 있다.
영화가 외계인을 친근하게 그리지 않고 있다.,이 영화는 외계인을 위협적인 존재로 묘사하고 있어 긴장감을 높이고 있습니다.,Non-Sarcasm,"이 문장은 영화의 특정한 표현 방식을 객관적으로 설명하고 있으며, 비판이나 조롱의 의미가 없습니다."
"자신의 외모나 성격에 대해 자조적인 태도를 보이며, 발전이 없다고 느끼는 상황",나는 나 자신을 더 나아지게 만들기 위해 노력하고 있다.,Non-Sarcasm,이 문장은 자신의 발전을 위한 긍정적인 노력을 강조하고 있어 비풍자적입니다.
포인트를 충전했지만 사용할 곳이 없는 상황,"포인트 충전해서 뭐하나요, 그냥 디지털 장식품으로 쓰려구요.",Sarcasm,"실제로는 포인트를 사용할 수 없다는 문제를 비꼬아 표현하며, 충전한 포인트가 쓸모없음을 강조하고 있다."
"도로에서 포르쉐와 같은 고급차가 먼저 지나가고, 포터가 끼어들었다.",포터가 도로에서 안전하게 끼어드는 모습이 인상적이었다.,Non-Sarcasm,"이 문장은 포터의 운전 행동을 긍정적으로 평가하며, 비꼬지 않고 사실적으로 상황을 설명하고 있기 때문에 비풍자적이다."
음식 배달을 기다리는 상황,음식이 곧 도착할 것 같아 기대돼.,Non-Sarcasm,음식 배달을 기다리는 상황에서 느끼는 자연스러운 기대감을 표현한 문장입니다.
어떤 나라가 과거에 침략한 국가들에 대한 역사 교육이나 배려를 충분히 하지 않는 상황.,역사 교육에서 침략의 피해를 받은 국가들에 대한 내용을 더 많이 다루어야 합니다.,Non-Sarcasm,이 문장은 과거의 역사적 사실을 인식하고 교육의 필요성을 강조하는 진지한 의견을 표현하고 있기 때문에 비풍자적입니다.
온라인 커뮤니티에서 부적절한 농담을 한 상황,그 농담은 많은 사람들에게 상처를 줄 수 있는 내용이었어요.,Non-Sarcasm,농담의 부적절함을 진지하게 지적하고 있어 비풍자적입니다.
한국 사법 체계에 대한 비판,한국 사법 체계의 개선이 필요하다는 의견이 많습니다.,Non-Sarcasm,이 문장은 한국 사법 체계의 문제점을 진지하게 지적하며 개선의 필요성을 강조하고 있기 때문에 비풍자적입니다.
8억이라는 큰 금액을 모으기 위해서는 연봉 4천만 원을 받는 사람이 20년 이상 저축해야 한다는 상황이다.,8억 원을 모으기 위해서는 꾸준한 저축과 계획적인 재정 관리가 필요하다.,Non-Sarcasm,이 문장은 현실적인 재정 관리의 중요성을 강조하고 있어 비풍자적입니다.
문재인과 안철수 후보가 정치적 단일화를 논의하는 상황,두 후보가 서로의 의견을 존중하며 단일화 방안을 모색하는 모습은 매우 긍정적입니다.,Non-Sarcasm,이 문장은 두 후보의 협력적인 태도를 칭찬하며 정치적 단일화의 중요성을 강조하고 있어 비풍자적입니다.
사랑과 마음의 변화에 대해 혼란스러워하는 상황,"사랑이란 건 마치 오징어잡이배처럼, 한 번 놓치면 다시 잡기 힘든 것 같네요. 그 배들이 그렇게 중요한 줄은 몰랐어요!",Sarcasm,"사랑의 소중함을 비유적으로 표현하면서, 오징어잡이배의 중요성을 과장하여 실제로는 사랑의 어려움을 조롱하는 의미가 담겨 있다."
"온라인 쇼핑에서 옷을 구매했는데, 품질이 좋지 않고 배송이 지연된 상황",이 정도면 패션의 미래를 미리 보내준 거네요. 지퍼도 고장나고 얇아서 미래지향적이네요!,Sarcasm,옷의 품질과 배송 문제를 비꼬아 '미래지향적'이라고 표현함으로써 실제로는 부정적인 상황을 풍자하고 있다.
무서운 소리를 듣고 놀란 상황,그 소리 덕분에 이제 귀에 손이 가는 게 자동 반사작용이 되었네요!,Sarcasm,"놀람을 표현하는 대신 상황을 긍정적으로 해석하며 비꼬는 방식으로, 실제로는 불편한 경험을 유머로 포장하고 있습니다."
인터넷 커뮤니티에서의 사생활 침해와 관련된 문제로 인해 불안감을 느끼는 상황,"네, 인터넷에서의 사생활 침해는 정말로 사랑이 넘치는 현대 사회의 대표적인 예시죠. 사생활 보호는 구시대의 유물이고, 요즘은 모두가 서로의 사생활을 공유하고 사랑으로 감싸주는 시대니까요!",Sarcasm,사생활 침해에 대한 우려를 과장되게 긍정적으로 표현하여 반어적인 의미를 전달하고 있기 때문입니다.
게임 회사 NC의 게임에 실망한 상황,이번 NC 게임은 기대에 미치지 못해서 아쉽습니다.,Non-Sarcasm,"이 문장은 실망감을 솔직하게 표현하고 있으며, 비꼬는 감정이 전혀 없기 때문에 비풍자적입니다."
아파트에서 층간소음이 심한 상황,"층간소음 덕분에 이웃의 생활 패턴을 생생하게 알 수 있어, 마치 리얼리티 쇼를 집에서 즐기는 기분이야!",Sarcasm,"실제로는 층간소음이 불편한 상황을 긍정적으로 표현하여 비꼬는 말투로, 소음으로 인한 불만을 유머러스하게 전하고 있다."
사용자가 할인 이벤트를 기대하며 정각에 제품을 구매하려 했으나 시스템 오류로 인해 결제가 되지 않는 상황.,"아, 정말 대단한 할인 이벤트네요. 제품을 공짜로 줘도 결제를 못하게 막아주는 친절함이라니!",Sarcasm,"사용자는 시스템 오류로 인해 결제를 하지 못하는 상황에서, 할인 이벤트를 비꼬며 '친절함'이라는 표현을 사용하여 상황의 불합리함을 강조하고 있다."
아무도 보지 않았지만 노력해서 성공한 상황,정말 대단해! 이제 아무도 안 보는 곳에서 올림픽 메달도 딸 수 있겠어!,Sarcasm,상대방의 노력을 비꼬아 '아무도 보지 않는' 상황에서의 성공이 실제로는 가치가 없다는 의미를 담고 있기 때문입니다.
팬이 좋아하는 연예인이 군대에 가서 슬퍼하는 상황,이제 이태민 없이도 잘 살아갈 수 있는 훈련을 해야겠네. 군대가 아니라 생존 훈련이었나?,Sarcasm,"이 팬은 이태민의 군 복무를 심각하게 받아들이는 대신, 그 상황을 비꼬아 생존 훈련에 비유함으로써 그의 부재가 극복할 수 있는 간단한 일인 것처럼 표현하고 있다."
영화나 드라마의 기대와 실제 경험의 차이로 실망한 상황,이번 영화는 예고편에서 보여준 것과는 많이 달라서 실망스러웠어요.,Non-Sarcasm,"이 문장은 기대와 실제 경험의 차이를 진지하게 표현하고 있으며, 비꼬는 의미가 없기 때문에 비풍자적입니다."
정부에 대한 불만이 가득한 상황,우리는 정부의 정책이 국민의 목소리를 반영하지 못하고 있다고 느낍니다.,Non-Sarcasm,"이 문장은 정부에 대한 진지한 비판을 표현하고 있으며, 풍자가 아닌 사실에 대한 의견을 제시하고 있습니다."
"중동 지역에서 게가 많이 발견되며, 쿠란 교리에 따라 이상한 생물은 먹지 않는다고 한다. 그러나 어떤 사람은 양동이로 게를 퍼 담아 먹었다는 이야기를 들었다.",어떤 사람들은 전통적인 신념과는 다르게 게를 먹는 것을 선택하기도 한다.,Non-Sarcasm,"이 문장은 특정 개인의 선택을 중립적으로 서술하고 있으며, 비판이나 풍자가 아닌 사실을 전달하고 있다."
종교를 강제로 강요받아 교회에 다니게 된 상황,"엄마, 교회 다니는 게 이렇게 즐거운 줄 알았다면 진작에 독립했을 거예요. 매주 일요일마다 감정 상하는 게 얼마나 행복한지 몰랐어요.",Sarcasm,"반응은 교회 다니는 것이 즐겁지 않다는 것을 강조하면서, 실제로는 불만족스러운 경험을 과장하여 긍정적으로 표현하고 있기 때문에 비꼬는 어조를 나타냅니다."
누군가의 얼굴이 너무 우스꽝스럽거나 비꼬는 상황,"그래, 그 얼굴은 코미디 쇼보다 더 재미있지.",Sarcasm,실제로는 그 얼굴이 우스꽝스럽다는 것을 강조하기 위해 과장된 칭찬을 사용하고 있어 비꼬는 의미가 담겨 있다.
자존감이 낮아져 스스로를 과소평가하는 상황,나는 나의 능력을 믿고 조금씩 자신감을 키워가고 싶다.,Non-Sarcasm,"이 문장은 긍정적인 자기 인식을 강조하며, 자존감을 회복하려는 의지를 표현하고 있어 비풍자적입니다."
기업들의 투자와 관련하여 이재용의 석방을 요구하는 상황,"맞아요, 기업의 투자가 부족해서 경제가 성장 못하는 게 아니라 이재용이 감옥에 있어서였군요. 그럼 이제 경제가 날아오르겠네요!",Sarcasm,"이 대답은 이재용의 석방이 경제 성장에 결정적이라는 주장을 비꼬며, 실제로는 그와 무관하다는 점을 강조하고 있다."
생방송을 놓쳐서 아쉬워하는 상황,생방송을 놓쳐서 정말 아쉬워요. 다음에는 꼭 시간을 맞춰서 시청해야겠어요.,Non-Sarcasm,"이 문장은 진정한 아쉬움을 표현하며, 다음에는 더 잘할 것이라는 의지를 나타내기 때문에 비풍자적입니다."
누군가의 행동이나 발언이 어리석거나 부적절하여 안타까움을 느끼는 상황,정말로 그분의 지혜가 하늘을 찌르는군요. 아마도 천재이신가 봅니다.,Sarcasm,상대방의 어리석은 행동을 비꼬아 표현함으로써 진정한 칭찬이 아닌 조롱의 의미를 담고 있다.
아이를 위해 전설 카드가 포함된 랜덤 카드 팩을 구매했으나 기대에 미치지 못해 실망한 상황,이번 카드 팩은 기대했던 전설 카드가 없어서 아쉬워.,Non-Sarcasm,"이 문장은 실망감을 솔직하게 표현하고 있으며, 비꼬거나 조롱하는 의미가 전혀 없기 때문에 비풍자적이다."
"정청래와 전의언 사이에 논쟁이 있었고, 김호기 교수가 중재하려고 노력하는 상황",김호기 교수는 두 사람의 의견을 조율하기 위해 최선을 다하고 있다.,Non-Sarcasm,이 문장은 김호기 교수가 중재하는 진지한 노력을 긍정적으로 표현하고 있어 비풍자적이다.
"화자는 꿈을 꾸지만 그 내용을 잘 기억하지 못하고, 기억나는 꿈도 무서운 꿈이라서 기억할 가치가 없다고 생각한다.",꿈을 기억하지 못하는 건 아마도 뇌가 나를 보호하려는 친절한 배려일 거야. 무서운 꿈을 기억했다면 아침마다 공포 영화 한 편씩 본 기분이었겠지!,Sarcasm,"화자는 꿈을 기억하지 못하는 것을 긍정적으로 해석하며 뇌의 '친절한 배려'라고 말하지만, 실제로는 무서운 꿈을 기억하지 못하는 것이 좋지 않다는 점을 강조하고 있다. 이는 상황의 부조리함을 비꼬는 방식으로, 진지한 상황을 웃음으로 넘기려는 의도를 담고 있다."
혼자서는 해결하기 어려운 문제를 마주한 상황,이제 빙고 게임을 위해 친구를 모집하는 모임이라도 열어야겠네!,Sarcasm,주어진 문제의 심각성을 무시하고 빙고 게임을 언급함으로써 상황의 부조리를 비꼬고 있다.
명절에 남편이 처가에 가기 싫어하는 상황,남편이 처가에 가는 것이 불편하게 느껴진다고 솔직하게 이야기해보는 것이 좋을 것 같아요.,Non-Sarcasm,이 문장은 남편의 감정을 이해하고 소통을 권장하는 진지한 조언을 담고 있기 때문에 비풍자적입니다.
